Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics,Principal teacher 1,Principal teacher 2,Facilitator 1,Organization,Venue,Dates of overall event,Length of recording,Type of recording,Teacher's note on suitability,Online,Live audience,Audience (experienced or general),Technical notes on audio quality
2011-08-02,,The Boundless Heart,7,https://dl.airtable.com/.attachments/12decb4e02e451a27298e5670cc5f59f/ff3f3234/2011_0802AtHomeintheUniverse.pdf,At Home in the Universe,https://dharmaseed.org/teacher/210/talk/13848/,"emptiness/insight,other topics","ways practice can bring sense of at-homeness, belonging,emotions / mind states: fearlessness in regard to emotions,societal influence on extrinsic/intrinsic values,working skilfully with individualism and identity,existentialist Dharma,mystical sense of home / at-homeness in existence,emptiness/insight: nothing independent of the way of looking,views/orientations in practice,fantasies of the path,personality level - working with reified self,emotions",Rob Burbea,,,Gaia House,"Gaia House, Devon",,4509,Talk,,,true,,
2011-08-03,,The Boundless Heart,8,https://dl.airtable.com/.attachments/7d997a2795b2358c2c0c9962db0031ba/f9e46001/2011_0803WorkingwiththeEmotionalBody-InstructionsandGuidedMeditation-DayFive.pdf,Working with the Emotional Body (Instructions and Guided Meditation: Day Five),https://dharmaseed.org/teacher/210/talk/13851/,other topics,"emotions,emotions / mind states, resourcing and cultivating skillful,noticing/inhabiting power and strength,judgment/inner critic,energy body,Practice: spacious or vast awareness",Rob Burbea,,,Gaia House,"Gaia House, Devon",,1525,Practice instructions,This series of guided meditations and instructions presents a set of tools and approaches for working skilfully with emotions and mind states in practice.,,true,,
2011-08-04,,The Boundless Heart,9,https://dl.airtable.com/.attachments/8a8539841252510ed7af66e72ea26eec/963affcc/2011_0804WorkingwiththeEmotionalBody-InstructionsandGuidedMeditation-DaySix.pdf,Working with the Emotional Body (Instructions and Guided Meditation: Day Six),https://dharmaseed.org/teacher/210/talk/13855/,other topics,"emotions,practice as kindness,Practice: welcoming/allowing,emotions / mind states: relationship of aversion and heart closing,emptiness/insight: fading, unfabricating,central line mindfulness,energy body,guided practice with the emotional body",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3042,Practice instructions/guided practice,This series of guided meditations and instructions presents a set of tools and approaches for working skilfully with emotions and mind states in practice.,,true,,
2011-08-04,,The Boundless Heart,10,https://dl.airtable.com/.attachments/f95fe06c275a05092453da52fc3fcb93/e121cf0e/2011_0804AMysticalKiss-forMysticsAnti-MysticsLoversandRealists.pdf,"A Mystical Kiss (...for Mystics, Anti-Mystics, Lovers, and Realists...)",https://dharmaseed.org/teacher/210/talk/13846/,"emptiness/insight,other topics","mystical experiences: what are they?,via negativa and via positiva,sanctification: what's involved in sanctifying life?,reverence: what blocks and unblocks reverence?,emptiness/insight: nothing independent of the way of looking,fantasy as a holy mystery of being,emptiness/insight: fading, unfabricating,wonder",Rob Burbea,,,Gaia House,"Gaia House, Devon",,4252,Talk,"A talk on Mysticism and the Nature of Perception. (This talk follows on from the one given two nights before it, entitled 'At Home in the Universe'.)",,true,,
2011-08-05,,The Boundless Heart,11,https://dl.airtable.com/.attachments/a4a5bddee450242d78eb2a12008bd0d6/59fd1997/2011_0805WorkingwiththeEmotionalBody-InstructionsandGuidedMeditation-DaySeven.pdf,Working with the Emotional Body (Instructions and Guided Meditation: Day Seven),https://dharmaseed.org/teacher/210/talk/13854/,other topics,"emotions,central concepts: fabrication, ways of looking,noticing/inhabiting power and strength,personality level - working with reified self",Rob Burbea,,,Gaia House,"Gaia House, Devon",,1113,Practice instructions,This series of guided meditations and instructions presents a set of tools and approaches for working skilfully with emotions and mind states in practice.,,true,,
2011-08-05,,The Boundless Heart,12,https://dl.airtable.com/.attachments/b41935e25d7db3d3766536208576b39a/1db665bb/2011_0805AmIFreetoInquire.pdf,Am I Free to Inquire?,https://dharmaseed.org/teacher/210/talk/13847/,other topics,"emptiness: inquiring into the construction of suffering, self, world,inquiring: what blocks questioning?,how questioning brings energy and dynamism,emotions: the relevance of ideas to heart work,open-endedness in the Dharma,views/orientations in practice,emotions",Rob Burbea,,,Gaia House,"Gaia House, Devon",,4548,Talk,,,true,,
2011-09-24,https://dl.airtable.com/.attachments/2189a47037dff1855a006dbaccdc3acc/00097b49/2011_0924CambridgeDayRetreats-BeautyofDesire.pdf,Cambridge Day Retreats,1,https://dl.airtable.com/.attachments/927c09334e193014a6acdd4a48709b6b/25110967/2011_0924BeautyofDesire-Intro.pdf,Beauty of Desire - Intro,https://hermesamara.org/resources/talk/2011-09-24-beauty-of-desire-intro,other topics,"desire/eros,desire/eros: does desire always bring suffering?,guided inquiry into desire,inner critic arising in connection to deep longing,inquiring,faith,devotion",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,5039,Talk,,,true,,
2011-09-24,,Cambridge Day Retreats,2,https://dl.airtable.com/.attachments/ec3f756530d710ac90677ad83da8fbcd/1d357876/2011_0924BeautyofDesire-Talk.pdf,Beauty of Desire - Talk,https://hermesamara.org/resources/talk/2011-09-24-beauty-of-desire-talk,other topics,"desire/eros,Practice: Opening to the current of desire,emptiness/insight: fading, unfabricating,working with sense of lack,desire/eros: fulfilment from allowing deep desire to flow,desire/eros: expansion of sense of self through desire,inquiring,desire: inquiring into deeper desires,emotions / mind states: differentiation,subtlety, subtlizing of attention and experience",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,3410,Talk,,,true,,
2011-11-01,https://dl.airtable.com/.attachments/048beac8adf285c3631363a6d492f2c0/0b345b89/2011_1101NovemberSolitary.pdf,November Solitary,1,https://dl.airtable.com/.attachments/e3dab16dcc9ae9ff770b86f2e7b752a6/6aa8d993/2011_1101OpeningTalkfortheNovemberSolitaryRetreat.pdf,Opening Talk for the November Solitary Retreat,https://dharmaseed.org/teacher/44/talk/14580/,other topics,"precepts,depths and dimensions of silence",Christina Feldman,Rob Burbea,,Gaia House,"Gaia House, Devon",,3094,Talk,,,true,,
2011-11-04,,November Solitary,2,https://dl.airtable.com/.attachments/81cd51209f93572913af02b0b465a4c8/67ceec3d/2011_1104InstructionsonMindfulnessoftheBody.pdf,Instructions on Mindfulness of the Body,https://dharmaseed.org/teacher/210/talk/14584/,emptiness/insight,"mindfulness, foundations of: first foundation (body),close investigation of experience / 'bare attention',working with pain / discomfort,mindfulness,three characteristics",Rob Burbea,,,Gaia House,"Gaia House, Devon",,1778,Practice instructions,,,true,,
2011-11-06,,November Solitary,3,https://dl.airtable.com/.attachments/0029a7bfcb13d9a225af330dbfcbc475/07d73619/2011_1106InstructionsonMindfulnessofMindStates.pdf,Instructions on Mindfulness of Mind States,https://dharmaseed.org/teacher/210/talk/14585/,emptiness/insight,"mindfulness, foundations of: third foundation (citta),emotions / mind states: what are mind states or emotions?,emotions / mind states: how to recognize mind states,emotions / mind states: fearlessness in regard to emotions,emotions / mind states, resourcing and cultivating skillful,mindfulness,emotions",Rob Burbea,,,Gaia House,"Gaia House, Devon",,1815,Practice instructions,,,true,,
2011-11-14,,November Solitary,4,https://dl.airtable.com/.attachments/f976a9e977e68aef88110689dd6b5e9b/967f84eb/2011_1114Body-Image-AGuidedMeditation.pdf,Body/Image - A Guided Meditation,https://dharmaseed.org/teacher/210/talk/14583/,emptiness/insight,"mindfulness, foundations of: first foundation (body),guided imagination meditation,mindfulness",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3277,Guided practice,,,true,,
2011-11-19,,November Solitary,5,https://dl.airtable.com/.attachments/dfd6ebc2725608c80a31ef086bb11151/9adf825a/2011_1119TheBeautyofDesirePart1.pdf,The Beauty of Desire (Part 1),https://dharmaseed.org/teacher/210/talk/14586/,other topics,"desire/eros,desire/eros: does desire always bring suffering?,guided inquiry into desire,inner critic arising in connection to deep longing,desire/eros: empowerment through following desire,fantasies of the path,inquiring,renunciation/letting go",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3592,Talk,,,true,,
2011-11-29,,November Solitary,6,https://dl.airtable.com/.attachments/9658f25677bc8a83bfaa75cd6ff502e9/d8421dd7/2011_1129TheBeautyofDesirePart2.pdf,The Beauty of Desire (Part 2),https://dharmaseed.org/teacher/210/talk/14587/,other topics,"desire/eros,Practice: Opening to the current of desire,desire/eros: fulfilment from allowing deep desire to flow,desire/eros: expansion of sense of self through desire,working with sense of lack,fantasies of the path,inquiring,renunciation/letting go,emptiness/insight: fading, unfabricating,desire: inquiring into deeper desires,emotions / mind states: differentiation",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3804,Talk,,,true,,
2011-12-04,https://dl.airtable.com/.attachments/dd4426e240d9694b4d0beb77eba51672/0240f4f3/2011_1204DayRetreatLondonInsight.pdf,"Day Retreat, London Insight",1,https://dl.airtable.com/.attachments/7e1342dc3a99b364b8adab0555aef183/f248038e/2011_1204IntroductionandGuidedEnquiry.pdf,Introduction and Guided Enquiry,https://hermesamara.org/resources/talk/2011-12-04-introduction-and-guided-enquiry,other topics,"inquiring,desire/eros,desire/eros: does desire always bring suffering?,desire: inquiring into deeper desires,Dharma talk listening tips: listening for what's new,inner critic arising in connection to deep longing,guided inquiry into desire",Rob Burbea,,,London Insight Meditation,"King Alfred School, London",,4920,Guided practice,,,true,,
2011-12-04,,"Day Retreat, London Insight",2,https://dl.airtable.com/.attachments/636d1b43129a9a1ae87463d87c9582c4/4832c13e/2011_1204GuidedBreathandWholeBodyMeditation.pdf,Guided Breath and Whole Body Meditation,https://hermesamara.org/resources/talk/2011-12-04-guided-breath-and-whole-body-meditation,samadhi/jhana,"samadhi,energy body,breath meditation,guided meditation on the breath,guided meditation: breathing with the energy body",Rob Burbea,,,London Insight Meditation,"King Alfred School, London",,1822,Guided practice,,,true,,
2011-12-04,,"Day Retreat, London Insight",3,https://dl.airtable.com/.attachments/380bd7a04be8b6882f69d97ef9d01a9c/c18ff13b/2011_1204AspectsofWorkingwithDesire.pdf,Aspects of Working with Desire,https://hermesamara.org/resources/talk/2011-12-04-aspects-of-working-with-desire,other topics,"desire/eros,Practice: Opening to the current of desire,desire/eros: fulfilment from allowing deep desire to flow,desire/eros: expansion of sense of self through desire,working with sense of lack,fantasies of the path,inquiring,renunciation/letting go,emptiness/insight: fading, unfabricating,desire: inquiring into deeper desires",Rob Burbea,,,London Insight Meditation,"King Alfred School, London",,4082,Talk,,,true,,
2011-12-04,,"Day Retreat, London Insight",4,https://dl.airtable.com/.attachments/1b26942132ca8cf6abcf65b83d1581d4/75610f18/2011_1204WalkingInstructions.pdf,Walking Instructions,https://hermesamara.org/resources/talk/2011-12-04-walking-instructions,other topics,"mindfulness,walking meditation",Rob Burbea,,,London Insight Meditation,"King Alfred School, London",,166,Practice instructions,,,true,,
2011-12-31,,New Year Retreat,1,https://dl.airtable.com/.attachments/91637c3c85189814064a4a2a979c9758/f579a2e1/2011_1231NewYearRetreat-ThisMatterofEmptiness.pdf,This Matter of Emptiness,https://dharmaseed.org/teacher/210/talk/15324/,emptiness/insight,"intro/overview,awakening,emptiness: what is emptiness?,critique: the practice of 'being with' or 'bare attention',self-views, noticing and practicing with,not-self (anatta),avijja (ignorance, fundamental delusion),emptiness/insight: fading or logic and analysis as ways in,emptiness/insight: fading, unfabricating,central concepts: fabrication, ways of looking,dukkha: based on belief in reality of things,emptiness/insight: picking up and putting down emptiness,emptiness/insight: the nature of mind or awareness,emptiness of time,emptiness of fabrication, unfabricated / snake eating its own tail, links melting,emptiness/insight: dependent arising, mutual dependence,Mahayana,views of the path",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3033,Talk,,,true,,
2012-03-17,https://dl.airtable.com/.attachments/7b68a6499caf46a6b3cb55e474049a51/8f74eeaa/2012_0317CambridgeDayRetreats-WorkingwithAngerandAversion.pdf,Cambridge Day Retreats,1,https://dl.airtable.com/.attachments/c28a79a005f9fa7f47edffaf6a9d8b0a/12b92fb7/2012_0317WorkingwithAngerandAversion-Introduction.pdf,Working with Anger and Aversion (Introduction),https://cambridgedayretreats.wordpress.com/2012/03/21/audio-from-rob-burbea-day-retreat-2012/,emptiness/insight,"emotions / mind states: anger,noticing/inhabiting power and strength,working with difficult emotions / sensations / energies,mindfulness,Right Speech,emotions,kilesas",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,2025,Talk,,,true,,
2012-03-17,,Cambridge Day Retreats,2,https://dl.airtable.com/.attachments/b54f6a83cbf7c04b0975521cdcd618dc/0c8f9e40/2012_0317GuidedBreathMeditation-Spacious.pdf,Guided Breath Meditation (Spacious),https://cambridgedayretreats.wordpress.com/2012/03/21/audio-from-rob-burbea-day-retreat-2012/,samadhi/jhana,"samadhi,guided meditation on the breath,breath meditation",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,2028,Guided practice,,,true,,
2012-03-17,,Cambridge Day Retreats,3,https://dl.airtable.com/.attachments/f2669d187e4348d44f365c666aea5009/1caf9a38/2012_0317WorkingwithAngerandAversion-DharmaTalk.pdf,Working with Anger and Aversion (Dharma Talk),https://cambridgedayretreats.wordpress.com/2012/03/21/audio-from-rob-burbea-day-retreat-2012/,emptiness/insight,"emotions / mind states: anger,mindfulness,emotions,emotions: the relevance of ideas to heart work,inquiring,kilesas,self-views, noticing and practicing with,views/orientations in practice,Practice: welcoming/allowing,emptiness/insight: fading, unfabricating",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,3224,Talk,,,true,,
2012-04-01,,Assorted Writings,1,"https://dl.airtable.com/.attachments/5d21e72abc5f19b7c5837d4f02b049f9/6bec37a5/2012_0401GaiaHouseNewsletterSpring2012article-WakingUpinOurOwnTimepg5.pdf,https://dl.airtable.com/.attachments/fa205088ba41d012576b8ccd8bdc6fa4/e060ad42/2012_0401GaiaHouseNewsletterSpring2012article-WakingUpinOurOwnTime-original.pdf",Article: Waking Up In (Our Own) Time,https://gaiahouse.co.uk/wp-content/uploads/newsletter-spring-2012.pdf,other topics,ethics/engagement,,,,,,,,Writing,,,,,
